Adobe After Effects 8.0 Keyframe Data

	Units Per Second	29.97
	Source Width	1920
	Source Height	1080
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Motion Trackers	Tracker #1	Track Point #1	Feature Center
	Frame	X pixels	Y pixels	
	324	1147.609	190.747	
	325	1147.700	191.128	
	326	1147.867	191.299	
	327	1147.827	191.544	
	328	1147.774	191.586	
	329	1147.752	191.602	
	330	1147.652	191.608	
	331	1147.617	191.617	
	332	1147.588	191.731	
	333	1147.640	192.026	
	334	1147.641	192.177	
	335	1147.639	192.410	
	336	1147.715	192.593	
	337	1147.842	192.702	
	338	1148.016	192.891	
	339	1148.280	193.094	
	340	1148.597	193.383	
	341	1148.865	193.583	
	342	1149.113	193.798	
	343	1149.388	193.985	
	344	1149.553	194.084	
	345	1149.625	194.120	
	346	1149.739	194.166	
	347	1149.770	194.169	
	348	1149.903	194.212	
	349	1150.088	194.301	
	350	1150.210	194.403	
	351	1150.376	194.476	
	352	1150.373	194.633	
	353	1150.436	194.763	
	354	1150.380	194.758	
	355	1149.916	194.472	
	356	1149.723	194.225	
	357	1149.774	194.147	
	358	1149.954	194.418	
	359	1150.652	195.214	
	360	1151.502	196.522	
	361	1152.549	197.790	
	362	1153.413	198.927	
	363	1154.224	199.818	
	364	1154.591	200.329	
	365	1154.611	200.597	
	366	1154.234	200.691	
	367	1153.573	200.605	
	368	1152.647	200.525	
	369	1151.560	200.338	
	370	1150.419	200.177	
	371	1149.097	200.365	
	372	1147.762	200.705	
	373	1146.304	201.146	
	374	1144.520	201.134	
	375	1142.536	200.432	
	376	1140.165	199.359	
	377	1137.680	197.949	
	378	1135.005	196.581	
	379	1132.189	195.357	
	380	1129.399	194.430	
	381	1126.381	193.897	
	382	1123.360	193.688	
	383	1120.638	193.409	
	384	1117.863	193.152	
	385	1115.130	192.794	
	386	1112.602	192.241	
	387	1110.311	191.802	
	388	1108.432	191.310	
	389	1106.784	191.044	
	390	1105.663	190.872	
	391	1104.746	191.047	
